Education,Income,Kidhome,Teenhome,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Total_Spending,Living_with,Children,Family_Size,is_parent,Total_Purchases,Total_Campaign_Accepted,Cluster_K2,Cluster_K4,K2_Description,K4_Description
Undergraduate,46344.0,0,1,28,233,20,57,8,20,91,4,7,1,5,7,0,0,0,0,0,0,0,54,429,Partner,1,3,1,13,0,1,3,Low Income – Low Spending,High Income – Low Spending
Graduate,34176.0,1,0,12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,0,38,89,Alone,1,2,1,7,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Postgraduate,61010.0,0,1,57,888,0,57,0,0,76,2,8,5,11,5,0,0,0,0,0,0,0,74,1021,Partner,1,3,1,24,0,0,3,High Income – High Spending,High Income – Low Spending
Graduate,69372.0,0,0,10,997,26,269,34,13,42,1,10,4,6,4,0,1,1,0,0,0,1,77,1381,Partner,0,2,0,20,3,0,0,High Income – High Spending,High Income – High Spending
Graduate,49967.0,0,1,4,212,6,69,4,12,3,3,6,1,5,7,0,0,0,0,0,0,0,68,306,Alone,1,2,1,12,0,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,60199.0,1,2,49,8,1,7,2,0,0,1,0,0,3,4,0,0,0,0,0,0,0,48,18,Alone,3,4,1,3,0,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,55375.0,0,1,3,42,11,57,10,28,14,1,1,1,6,2,0,0,0,0,0,0,0,49,162,Partner,1,3,1,8,0,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,80317.0,0,0,64,536,11,387,149,91,57,1,3,4,10,1,0,0,0,0,0,0,0,71,1231,Alone,0,1,0,17,0,0,0,High Income – High Spending,High Income – High Spending
Postgraduate,30523.0,2,1,0,5,0,3,0,0,5,1,1,0,2,7,0,0,0,0,0,0,0,68,13,Alone,3,4,1,3,0,1,1,Low Income – Low Spending,Low Income – High Spending
Postgraduate,70356.0,0,0,20,1349,16,249,43,16,33,2,10,6,9,6,0,0,0,0,0,0,0,81,1706,Partner,0,2,0,25,0,0,0,High Income – High Spending,High Income – High Spending
Graduate,23228.0,1,0,91,53,3,49,7,4,5,4,3,0,4,8,0,0,0,0,0,0,0,42,121,Partner,1,3,1,7,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Postgraduate,74165.0,0,0,9,1001,12,240,16,12,12,1,5,4,10,2,0,0,0,0,0,0,0,51,1293,Alone,0,1,0,19,0,0,0,High Income – High Spending,High Income – High Spending
Graduate,43482.0,2,1,83,18,1,32,6,3,28,3,2,0,4,6,0,0,0,0,0,0,0,60,88,Partner,3,5,1,6,0,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,62551.0,0,0,27,125,16,98,134,21,27,1,6,7,4,3,1,0,0,0,0,0,0,73,421,Alone,0,1,0,17,1,0,0,High Income – High Spending,High Income – High Spending
Graduate,52332.0,0,0,63,212,5,33,7,0,2,1,3,2,6,4,0,1,0,0,0,0,0,67,259,Alone,0,1,0,11,1,1,2,Low Income – Low Spending,Low Income – Low Spending
Graduate,66951.0,0,0,46,277,162,305,173,76,124,1,3,4,7,1,0,0,0,0,0,0,0,38,1117,Alone,0,1,0,14,0,0,0,High Income – High Spending,High Income – High Spending
Graduate,26091.0,1,1,84,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,0,0,69,89,Partner,2,4,1,6,0,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,33456.0,1,1,58,7,3,10,8,1,7,2,1,0,3,7,0,0,0,0,0,0,0,61,36,Partner,2,4,1,4,0,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,28718.0,1,0,78,12,4,6,11,8,16,2,2,0,3,8,0,0,0,0,0,0,0,44,57,Partner,1,3,1,5,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Graduate,50447.0,2,0,4,85,7,24,2,3,27,1,3,1,3,6,0,0,0,0,0,0,0,56,148,Partner,2,4,1,7,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Postgraduate,53537.0,1,1,17,81,0,6,0,0,6,2,2,1,3,5,0,0,0,0,0,0,0,67,93,Partner,2,4,1,6,0,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,52074.0,0,1,77,59,0,12,0,0,48,1,2,2,2,4,1,0,0,0,0,0,0,59,119,Alone,1,2,1,6,1,1,1,Low Income – Low Spending,Low Income – High Spending
Postgraduate,80427.0,0,1,56,1149,71,449,69,71,26,1,11,8,8,5,0,0,0,0,0,0,0,51,1835,Partner,1,3,1,27,0,0,0,High Income – High Spending,High Income – High Spending
Postgraduate,83837.0,0,0,79,847,66,119,86,89,111,1,9,10,5,4,0,1,0,1,0,0,1,78,1318,Partner,0,2,0,24,3,0,0,High Income – High Spending,High Income – High Spending
Postgraduate,38853.0,1,1,90,29,0,14,0,0,2,2,2,0,3,7,0,0,0,0,0,0,0,56,45,Partner,2,4,1,5,0,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,38285.0,2,1,96,2,0,5,2,0,1,1,0,0,3,2,0,0,0,0,0,0,0,67,10,Partner,3,5,1,3,0,1,1,Low Income – Low Spending,Low Income – High Spending
Undergraduate,78497.0,0,0,44,207,26,447,75,0,223,1,5,7,12,2,0,0,0,1,0,0,0,75,978,Partner,0,2,0,24,1,0,0,High Income – High Spending,High Income – High Spending
Postgraduate,51650.0,0,1,81,152,3,22,2,5,7,1,4,1,4,5,0,0,0,0,0,0,0,50,191,Partner,1,3,1,9,0,1,1,Low Income – Low Spending,Low Income – High Spending
Undergraduate,16248.0,1,0,77,12,11,10,3,12,9,3,2,1,3,6,0,0,0,0,0,0,0,38,57,Partner,1,3,1,6,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Postgraduate,66835.0,0,0,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,80,1033,Partner,0,2,0,23,0,0,0,High Income – High Spending,High Income – High Spending
Postgraduate,30477.0,1,0,16,47,1,6,0,0,12,1,1,1,3,6,0,0,0,0,0,0,0,42,66,Partner,1,3,1,5,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Undergraduate,28249.0,0,0,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,65,43,Partner,0,2,0,5,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Graduate,25271.0,1,0,45,10,1,18,10,4,7,1,1,1,2,9,0,0,0,0,0,0,0,43,50,Partner,1,3,1,4,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Postgraduate,32303.0,0,1,63,35,0,2,0,0,2,2,1,0,4,5,0,0,0,0,0,0,0,56,39,Alone,1,2,1,5,0,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,61286.0,0,1,34,356,0,107,19,9,117,2,7,1,8,5,0,0,0,0,0,0,0,60,608,Partner,1,3,1,16,0,1,3,Low Income – Low Spending,High Income – Low Spending
Graduate,74068.0,0,0,14,783,30,537,140,76,15,1,4,10,9,2,0,0,0,0,0,0,0,50,1581,Partner,0,2,0,23,0,0,0,High Income – High Spending,High Income – High Spending
Postgraduate,45759.0,1,1,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,62,68,Partner,2,4,1,5,0,1,1,Low Income – Low Spending,Low Income – High Spending
Undergraduate,24882.0,1,0,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,48,80,Partner,1,3,1,4,1,1,2,Low Income – Low Spending,Low Income – Low Spending
Postgraduate,66973.0,0,0,98,466,22,432,147,113,102,1,8,7,12,3,0,0,0,0,0,0,0,37,1282,Partner,0,2,0,27,0,0,0,High Income – High Spending,High Income – High Spending
Graduate,38872.0,1,0,93,23,3,21,3,19,22,2,3,0,3,8,0,0,0,0,0,0,0,38,91,Partner,1,3,1,6,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Graduate,51148.0,1,1,38,235,6,45,8,9,12,4,5,1,6,6,0,0,0,0,0,0,0,53,315,Partner,2,4,1,12,0,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,31353.0,1,1,24,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,0,0,49,31,Partner,2,4,1,4,0,1,1,Low Income – Low Spending,Low Income – High Spending
Postgraduate,69661.0,0,0,80,656,16,106,32,16,8,1,7,3,12,3,0,0,0,0,0,0,0,46,834,Partner,0,2,0,22,0,0,0,High Income – High Spending,High Income – High Spending
Graduate,80067.0,0,0,82,519,17,813,27,173,51,1,4,6,6,2,0,0,1,0,0,0,0,72,1600,Partner,0,2,0,16,1,0,0,High Income – High Spending,High Income – High Spending
Graduate,86718.0,0,0,20,344,189,482,50,33,172,1,5,6,5,2,0,0,0,0,0,0,0,72,1270,Partner,0,2,0,16,0,0,0,High Income – High Spending,High Income – High Spending
Postgraduate,46854.0,1,1,81,96,1,79,7,1,79,6,5,1,3,8,1,0,0,0,0,0,1,53,263,Alone,2,3,1,9,2,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,69142.0,0,1,50,448,4,34,6,4,39,3,8,1,7,5,0,1,0,0,0,0,0,74,535,Alone,1,2,1,16,1,1,3,Low Income – Low Spending,High Income – Low Spending
Graduate,75922.0,0,0,60,265,138,553,224,23,92,1,4,4,9,1,0,0,0,0,0,0,0,58,1295,Alone,0,1,0,17,0,0,0,High Income – High Spending,High Income – High Spending
Graduate,63693.0,0,1,63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,0,48,1150,Alone,1,2,1,26,0,0,3,High Income – High Spending,High Income – Low Spending
Postgraduate,102160.0,0,0,54,763,29,138,76,176,58,0,7,9,10,4,0,1,1,1,0,0,1,49,1240,Partner,0,2,0,26,4,0,0,High Income – High Spending,High Income – High Spending
Postgraduate,40637.0,1,1,72,22,0,13,0,0,3,2,1,0,3,7,0,0,0,0,0,0,0,61,38,Alone,2,3,1,4,0,1,1,Low Income – Low Spending,Low Income – High Spending
Postgraduate,18890.0,0,0,5,6,4,1,7,2,15,1,0,1,2,6,1,0,0,0,0,0,1,42,35,Alone,0,1,0,3,2,1,2,Low Income – Low Spending,Low Income – Low Spending
Graduate,29604.0,1,0,88,7,6,13,7,6,14,1,1,0,3,9,1,0,0,0,0,0,0,38,53,Partner,1,3,1,4,1,1,2,Low Income – Low Spending,Low Income – Low Spending
Postgraduate,48721.0,1,1,50,81,18,113,47,13,21,6,4,2,5,6,0,0,0,0,0,0,0,63,293,Alone,2,3,1,11,0,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,44794.0,0,1,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,60,65,Partner,1,3,1,5,0,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,64497.0,0,1,17,1170,48,320,42,32,192,5,11,4,9,8,1,0,0,0,0,0,1,72,1804,Alone,1,2,1,24,2,0,3,High Income – High Spending,High Income – Low Spending
Graduate,46097.0,0,1,11,72,24,68,65,4,8,5,3,1,6,4,0,0,0,0,0,0,0,70,241,Partner,1,3,1,10,0,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,77972.0,0,0,18,613,22,319,33,102,12,1,4,6,9,1,0,0,0,0,0,0,0,72,1101,Partner,0,2,0,19,0,0,0,High Income – High Spending,High Income – High Spending
Postgraduate,44377.0,1,1,70,224,0,30,0,0,10,8,5,1,5,8,0,0,0,0,0,0,0,58,264,Partner,2,4,1,11,0,1,1,Low Income – Low Spending,Low Income – High Spending
Postgraduate,46014.0,1,1,21,410,0,59,19,9,44,10,7,1,8,7,0,0,0,0,0,0,0,52,541,Partner,2,4,1,16,0,1,3,Low Income – Low Spending,High Income – Low Spending
Graduate,70951.0,0,0,66,239,10,554,254,87,54,1,3,4,9,1,0,0,0,0,0,0,0,41,1198,Partner,0,2,0,16,0,0,0,High Income – High Spending,High Income – High Spending
Graduate,41443.0,1,0,79,171,7,171,25,19,89,6,8,1,5,8,0,0,0,0,0,0,0,49,482,Partner,1,3,1,14,0,1,3,Low Income – Low Spending,High Income – Low Spending
Undergraduate,52195.0,2,1,2,12,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,48,17,Alone,3,4,1,3,0,1,1,Low Income – Low Spending,Low Income – High Spending
Postgraduate,83790.0,0,0,81,1076,16,417,42,48,16,1,8,10,6,3,0,1,1,0,0,0,0,78,1615,Partner,0,2,0,24,2,0,0,High Income – High Spending,High Income – High Spending
Postgraduate,44551.0,0,1,24,182,4,33,0,0,66,2,4,1,5,7,0,0,0,0,0,0,0,72,285,Alone,1,2,1,10,0,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,69508.0,1,0,48,824,32,162,42,32,43,2,11,4,11,6,0,0,0,0,0,0,0,46,1135,Partner,1,3,1,26,0,0,3,High Income – High Spending,High Income – Low Spending
Undergraduate,45204.0,1,0,93,30,11,25,29,1,18,1,1,1,4,3,0,0,0,0,0,0,0,38,114,Partner,1,3,1,6,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Graduate,72460.0,0,0,56,377,10,540,80,30,10,1,3,5,7,1,0,0,0,0,0,0,0,57,1047,Partner,0,2,0,15,0,0,0,High Income – High Spending,High Income – High Spending
Postgraduate,77622.0,0,2,3,520,7,154,19,0,14,2,6,3,11,3,0,0,0,0,0,0,0,56,714,Partner,2,4,1,20,0,0,3,High Income – High Spending,High Income – Low Spending
Postgraduate,30732.0,1,0,44,155,1,25,0,1,3,4,4,1,4,8,0,0,0,0,0,0,0,46,185,Partner,1,3,1,9,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Graduate,63887.0,0,1,38,897,23,207,15,11,92,5,9,6,12,6,0,0,0,0,0,0,0,64,1245,Alone,1,2,1,27,0,0,3,High Income – High Spending,High Income – Low Spending
Graduate,42011.0,1,0,46,131,0,16,2,1,39,4,3,1,4,8,0,0,0,0,0,0,0,48,189,Partner,1,3,1,8,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Graduate,51369.0,0,1,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,50,576,Partner,1,3,1,14,0,1,3,Low Income – Low Spending,High Income – Low Spending
Graduate,51537.0,0,1,27,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,0,74,1103,Alone,1,2,1,15,0,0,3,High Income – High Spending,High Income – Low Spending
Postgraduate,79930.0,0,0,72,792,86,740,67,51,17,1,3,5,8,2,0,0,0,0,0,0,0,54,1753,Partner,0,2,0,16,0,0,0,High Income – High Spending,High Income – High Spending
Postgraduate,34320.0,1,0,66,4,1,9,3,0,0,1,1,0,2,8,0,0,0,0,0,0,0,40,17,Partner,1,3,1,3,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Graduate,37070.0,1,1,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,60,433,Alone,2,3,1,14,1,1,1,Low Income – Low Spending,Low Income – High Spending
Undergraduate,81975.0,0,1,2,983,76,184,180,138,27,1,6,3,4,7,0,0,1,0,0,0,0,64,1588,Alone,1,2,1,13,1,0,0,High Income – High Spending,High Income – High Spending
Graduate,38590.0,1,0,65,3,1,8,4,3,3,1,1,0,2,8,0,0,0,0,0,0,0,55,22,Partner,1,3,1,3,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Graduate,15033.0,0,0,37,0,4,5,6,0,4,1,1,0,3,3,0,0,0,0,0,0,0,75,19,Alone,0,1,0,4,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Postgraduate,62745.0,0,1,89,562,21,464,28,10,32,3,7,8,11,5,0,0,0,0,0,0,0,61,1117,Partner,1,3,1,26,0,0,3,High Income – High Spending,High Income – Low Spending
Undergraduate,22212.0,1,0,49,5,9,20,6,8,21,2,2,0,4,6,0,0,0,0,0,0,0,51,69,Partner,1,3,1,6,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Postgraduate,23661.0,1,0,46,18,0,4,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,44,23,Partner,1,3,1,4,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Postgraduate,79761.0,0,1,32,415,5,124,15,35,11,1,5,2,11,3,0,0,0,0,0,0,0,68,605,Alone,1,2,1,18,0,0,3,High Income – High Spending,High Income – Low Spending
Graduate,7500.0,1,0,54,5,3,10,12,7,20,4,3,1,3,7,0,0,0,0,0,0,0,53,57,Alone,1,2,1,7,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Graduate,73455.0,0,0,98,901,61,757,186,163,20,1,6,5,10,3,0,1,0,0,0,0,0,58,2088,Alone,0,1,0,21,1,0,0,High Income – High Spending,High Income – High Spending
Graduate,64961.0,0,1,97,382,114,276,75,124,38,2,6,4,4,3,0,0,0,0,0,0,0,68,1009,Partner,1,3,1,14,0,0,0,High Income – High Spending,High Income – High Spending
Graduate,22804.0,1,0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,55,26,Alone,1,2,1,4,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Graduate,73687.0,0,0,8,559,153,503,218,13,181,1,3,9,9,2,0,0,0,1,0,0,1,36,1627,Partner,0,2,0,21,2,0,0,High Income – High Spending,High Income – High Spending
Graduate,61074.0,0,1,37,789,0,133,0,28,152,7,11,5,8,7,0,0,0,0,0,0,0,68,1102,Partner,1,3,1,24,0,0,3,High Income – High Spending,High Income – Low Spending
Postgraduate,31686.0,1,1,31,11,0,5,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,62,17,Partner,2,4,1,4,0,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,80134.0,1,0,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,1,54,1690,Partner,1,3,1,14,4,0,3,High Income – High Spending,High Income – Low Spending
Graduate,75027.0,0,1,74,925,64,179,133,12,77,2,9,4,6,5,0,0,0,0,0,0,0,73,1390,Partner,1,3,1,19,0,0,3,High Income – High Spending,High Income – Low Spending
Postgraduate,67546.0,0,0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,38,2126,Partner,0,2,0,19,0,0,0,High Income – High Spending,High Income – High Spending
Postgraduate,65176.0,0,1,57,960,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0,0,57,1531,Partner,1,3,1,21,0,0,3,High Income – High Spending,High Income – Low Spending
Postgraduate,31160.0,1,0,59,16,3,25,6,1,13,2,2,0,3,8,0,0,0,0,0,0,0,51,64,Alone,1,2,1,5,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Graduate,29938.0,1,0,52,3,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,0,0,41,26,Alone,1,2,1,4,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Graduate,102692.0,0,0,5,168,148,444,32,172,148,1,6,9,13,2,0,1,1,1,1,0,1,52,1112,Alone,0,1,0,28,5,0,0,High Income – High Spending,High Income – High Spending
Undergraduate,26490.0,0,0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,68,210,Partner,0,2,0,9,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Graduate,75702.0,1,1,77,650,28,353,45,42,30,5,4,6,11,8,0,0,0,0,0,0,0,59,1148,Partner,2,4,1,21,0,0,3,High Income – High Spending,High Income – Low Spending
Postgraduate,30899.0,1,0,35,24,0,8,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,52,33,Alone,1,2,1,4,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Postgraduate,63342.0,0,1,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,0,65,1101,Partner,1,3,1,16,1,0,3,High Income – High Spending,High Income – Low Spending
Graduate,45989.0,0,1,97,138,33,87,28,24,12,4,3,2,7,3,0,0,0,0,0,0,0,62,322,Alone,1,2,1,12,0,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,18701.0,1,1,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,62,44,Alone,2,3,1,6,0,1,1,Low Income – Low Spending,Low Income – High Spending
Postgraduate,40737.0,2,1,24,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,69,17,Alone,3,4,1,3,0,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,15287.0,1,0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,47,31,Alone,1,2,1,4,2,1,2,Low Income – Low Spending,Low Income – Low Spending
Postgraduate,69674.0,0,2,46,554,41,215,11,0,24,3,10,2,10,5,0,0,0,0,0,0,0,58,845,Alone,2,3,1,22,0,0,3,High Income – High Spending,High Income – Low Spending
Postgraduate,44159.0,1,0,85,167,2,62,24,13,7,4,4,1,6,5,0,0,0,0,0,0,0,56,275,Partner,1,3,1,11,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Postgraduate,37717.0,1,0,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,48,25,Partner,1,3,1,3,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Postgraduate,43776.0,1,1,9,177,2,71,3,2,20,6,5,2,4,8,0,0,0,0,0,0,1,74,275,Partner,2,4,1,11,1,1,1,Low Income – Low Spending,Low Income – High Spending
Postgraduate,38179.0,1,1,30,38,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,0,0,60,90,Partner,2,4,1,7,0,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,80124.0,0,0,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,0,63,1495,Partner,0,2,0,18,1,0,0,High Income – High Spending,High Income – High Spending
Postgraduate,38097.0,1,1,70,77,2,35,0,1,69,4,3,2,2,7,1,0,0,0,0,0,1,56,184,Partner,2,4,1,7,2,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,72940.0,0,0,13,182,74,298,162,149,116,1,3,3,6,1,0,0,0,0,0,0,0,56,981,Partner,0,2,0,12,0,0,0,High Income – High Spending,High Income – High Spending
Graduate,22070.0,1,0,11,10,7,19,8,2,21,2,2,2,2,6,0,0,0,0,0,0,0,56,67,Partner,1,3,1,6,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Graduate,69267.0,0,0,31,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,0,1,73,1635,Alone,0,1,0,12,1,0,0,High Income – High Spending,High Income – High Spending
Postgraduate,31788.0,1,0,15,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,1,0,43,60,Alone,1,2,1,7,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Postgraduate,61905.0,0,1,2,167,0,43,6,2,13,2,4,2,4,5,0,0,0,0,0,0,0,51,231,Partner,1,3,1,10,0,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,29315.0,1,1,55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,0,66,48,Partner,2,4,1,6,0,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,33378.0,1,1,38,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,0,0,63,99,Alone,2,3,1,6,0,1,1,Low Income – Low Spending,Low Income – High Spending
Postgraduate,66313.0,0,1,86,625,7,99,10,22,7,2,6,3,12,4,0,0,0,0,0,0,0,63,770,Partner,1,3,1,21,0,0,3,High Income – High Spending,High Income – Low Spending
Graduate,60714.0,0,0,56,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,0,1,70,957,Alone,0,1,0,21,1,0,0,High Income – High Spending,High Income – High Spending
Postgraduate,77882.0,0,0,29,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,0,45,818,Partner,0,2,0,11,0,0,0,High Income – High Spending,High Income – High Spending
Postgraduate,69867.0,0,0,30,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,0,1,40,925,Alone,0,1,0,16,2,0,0,High Income – High Spending,High Income – High Spending
Postgraduate,63841.0,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,58,908,Alone,1,2,1,21,0,0,3,High Income – High Spending,High Income – Low Spending
Undergraduate,24480.0,1,0,46,4,19,9,28,25,17,3,3,0,4,7,0,0,0,0,0,0,0,45,102,Partner,1,3,1,7,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Graduate,51369.0,0,1,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,50,576,Partner,1,3,1,14,0,1,3,Low Income – Low Spending,High Income – Low Spending
Graduate,37760.0,0,0,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,80,317,Partner,0,2,0,11,0,1,1,Low Income – Low Spending,Low Income – High Spending
Postgraduate,65640.0,0,1,74,204,7,149,20,15,66,1,5,1,8,2,0,0,0,0,0,0,0,52,461,Partner,1,3,1,14,0,1,3,Low Income – Low Spending,High Income – Low Spending
Postgraduate,44319.0,1,1,18,26,0,8,0,0,3,2,2,0,3,5,0,0,0,0,0,0,0,51,37,Partner,2,4,1,5,0,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,30631.0,1,0,75,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,0,52,70,Partner,1,3,1,6,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Graduate,75278.0,0,0,17,304,98,230,150,74,74,1,6,3,13,3,0,0,0,0,0,0,0,74,930,Partner,0,2,0,22,0,0,0,High Income – High Spending,High Income – High Spending
Postgraduate,50898.0,1,1,88,285,28,242,55,114,135,13,6,2,12,5,0,0,0,0,0,0,0,70,859,Partner,2,4,1,20,0,0,3,High Income – High Spending,High Income – Low Spending
Graduate,79946.0,0,0,19,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,0,60,1478,Alone,0,1,0,21,0,0,0,High Income – High Spending,High Income – High Spending
Postgraduate,35416.0,0,0,62,248,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0,0,0,77,390,Alone,0,1,0,13,0,1,1,Low Income – Low Spending,Low Income – High Spending
Undergraduate,32414.0,0,0,11,20,6,5,0,9,12,1,1,0,3,7,1,0,0,0,0,0,0,42,52,Partner,0,2,0,4,1,1,2,Low Income – Low Spending,Low Income – Low Spending
Graduate,38361.0,1,0,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,0,57,137,Partner,1,3,1,7,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Graduate,82497.0,0,0,32,777,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,0,0,46,1919,Partner,0,2,0,18,1,0,0,High Income – High Spending,High Income – High Spending
Graduate,16626.0,2,0,76,8,3,22,21,1,13,3,3,0,3,9,0,0,0,0,0,0,0,55,68,Partner,2,4,1,6,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Graduate,29672.0,1,1,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,0,61,25,Partner,2,4,1,3,0,1,1,Low Income – Low Spending,Low Income – High Spending
Postgraduate,55951.0,0,1,62,1241,0,80,0,13,40,3,3,6,11,8,0,1,0,0,1,0,0,74,1374,Partner,1,3,1,20,2,0,3,High Income – High Spending,High Income – Low Spending
Undergraduate,35388.0,1,0,20,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,0,38,32,Alone,1,2,1,4,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Postgraduate,42386.0,1,0,43,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,0,0,40,100,Partner,1,3,1,6,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Graduate,68627.0,0,0,45,395,15,263,60,54,38,1,2,3,6,1,0,0,0,0,0,0,0,44,825,Alone,0,1,0,11,0,0,0,High Income – High Spending,High Income – High Spending
